Location,Time,Category,Que/Ans,Urgent,High,Verified,Additional,Frequent
"Leeds, LS6",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details i have a double garage attached to my house.I would like quote for a full conversion with a bathroom with shower toilet and sink.I might use it as a living area and later convert it to a bedroom.not sure.  Additional Details: i have a double garage attached to my house.I would like quote for a full conversion with a bathroom with shower toilet and sink.I might use it as a living area and later convert it to a bedroom.not sure.",0,0,0,1,1
"North Shields, NE29",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Garage conversion with down stairs toilet and utility  Additional Details: Garage conversion with down stairs toilet and utility",1,0,1,1,1
"Wetherby, LS23",2d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Yeovil, Somerset",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details I’m looking at buying a bungalow and knocking through to the attached garage to make living space and a shower room.  Additional Details: I’m looking at buying a bungalow and knocking through to the attached garage to make living space and a shower room.",0,0,1,1,0
"Sandown, Isle of Wight",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"London, SE18",6d ago,Garage Conversions,Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? 1930 build just enough for 1 old car.  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details SE18 2DL number 10.   Knockdown and build garage back as small accommodation with Bathroom and kitchen  Additional Details: SE18 2DL number 10.   Knockdown and build garage back as small accommodation with Bathroom and kitchen,0,0,1,1,1
"Camberley, GU15",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching",0,0,0,0,1
"Dewsbury, WF12",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Garrage conversion  Additional Details: Garrage conversion",1,0,1,1,0
Nottingham,1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Birmingham, B33",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Nothing  Additional Details: Nothing",0,0,0,1,0
"Huntingdon, PE28",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Cardiff, CF14",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission granted  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Salisbury, SP4",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Rough estimate  Additional Details: Rough estimate",0,0,1,1,0
"West Midlands, HR1",1d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Two-storey two-car garage, looking for kitchen, living, shower/ bath downstairs, one bedroom, second storey.  Additional Details: Two-storey two-car garage, looking for kitchen, living, shower/ bath downstairs, one bedroom, second storey.",0,0,1,1,0
"Southampton, SO18",1w ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Bedroom with wet room  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Garage has asbestos roof  Additional Details: Garage has asbestos roof,0,0,1,1,0
"Derby, DE22",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Northwood, HA6",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,0,0,1
"Faversham, ME13",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details To convert to a living area  Additional Details: To convert to a living area",0,0,1,1,0
"Milton Keynes, MK6",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Peterborough, PE6",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,0
"London, SW15",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Exploring conversion of garage  Additional Details: Exploring conversion of garage,0,0,1,1,0
"Camberley, GU15",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details It&#039;s double garage that I would like to convert into a room  Additional Details: It&#039;s double garage that I would like to convert into a room",0,0,0,1,1
"London, SE5",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Kitchen  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details The ground floor of my new house is a single garage and utility room, I’m looking to knock into one room and convert into a kitchen/diner.  Additional Details: The ground floor of my new house is a single garage and utility room, I’m looking to knock into one room and convert into a kitchen/diner.",0,0,1,1,1
"Brighton, BN41",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Standard sized garage,would like to know rough cost to turn it into a living space  Additional Details: Standard sized garage,would like to know rough cost to turn it into a living space",0,0,1,1,0
"Bognor Regis, PO22",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Leicester, LE3",4d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Bedroom & bathroom  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details N/Avbnnn  Additional Details: N/Avbnnn",1,0,1,1,1
"Warrington, WA3",4d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Kitchen  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Wolverhampton, WV8",5d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,1
"London, CR7",5d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? I don’t know  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details I just want a idea of the price to convert my garage  Additional Details: I just want a idea of the price to convert my garage",0,0,1,1,1
"Maidstone, ME17",5d ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Gym  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission granted  How likely are you to make a hiring decision? I'm planning and researching  Additional details Convert garage into gym  Additional Details: Convert garage into gym,0,0,1,1,1
"Morecambe, LA4",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Current garage has asbestos roof. Envisage knocking down to build self contained accommodation  Additional Details: Current garage has asbestos roof. Envisage knocking down to build self contained accommodation",0,0,0,1,0
"Leicester, LE3",6d ago,Garage Conversions,"Where is the existing garage located? Commercial garage/lockup  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Bar  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Building a bar inside a garage with plaster boards fittings and layout. Seating, flooring fitting and electric fittings.  Additional Details: Building a bar inside a garage with plaster boards fittings and layout. Seating, flooring fitting and electric fittings.",1,0,0,1,1
"Birmingham, City and Borough of Birmingham",6d ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,1
"Glasgow, G46",6d ago,Garage Conversions,Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Looking to partially convert my garage to a home office. I have replaced the roof recently and have electricity supply to the garage. Looking to install two new windows and heating required.  Additional Details: Looking to partially convert my garage to a home office. I have replaced the roof recently and have electricity supply to the garage. Looking to install two new windows and heating required.,0,0,0,1,0
"Stirling, FK19",12m ago,Garage Conversions,"Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Stafford, ST17",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? I don’t know  What are you planning to use the converted garage for? bedroom with ensuite and office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details We are in the early stages of purchasing a property with the current structure shown above. Rough idea of what we envision is we would remove the stairwell in garage, close it up upstairs and make as dressing room/study upstairs and then on the garage area make another bedroom with ensuite and study (though we&#039;re not sure if it&#039;s feasible). We understand that tradeworkers are busy, but we would like to begin the initial process now so we can secure their availability once the purchase is finalized.  Additional Details: We are in the early stages of purchasing a property with the current structure shown above. Rough idea of what we envision is we would remove the stairwell in garage, close it up upstairs and make as dressing room/study upstairs and then on the garage area make another bedroom with ensuite and study (though we&#039;re not sure if it&#039;s feasible). We understand that tradeworkers are busy, but we would like to begin the initial process now so we can secure their availability once the purchase is finalized.",0,0,1,1,0
"Loughborough, LE12",6d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,1
"Portsmouth, PO3",6d ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,0
"Littleborough, OL15",1w ago,Garage Conversions,"Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Library  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details I am purchasing the property. Not yet completed  Additional Details: I am purchasing the property. Not yet completed",0,0,1,1,0
"Sevenoaks, TN15",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
Nottingham,1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Chesterfield, S42",4d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Single Garage, brick and breeze block, attached to neighbours garage on a shared drive. New build property.  We want to have this insulated and a ceiling put in aswell as wall to use as a space for storage of food and gym/training space for our own use. Will need more sockets and lighting  Additional Details: Single Garage, brick and breeze block, attached to neighbours garage on a shared drive. New build property.  We want to have this insulated and a ceiling put in aswell as wall to use as a space for storage of food and gym/training space for our own use. Will need more sockets and lighting",0,0,0,1,1
"Glasgow, G53",5d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Aesthetic salon  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details I would like to convert my garage into an aesthetic salon for my fiancée. The space will need insulation, plumbing, electricity, proper lighting, flooring, and interior finishing suitable for a beauty treatment room. I’m looking for a reliable company to handle the full renovation, including any necessary planning or building approvals.  Additional Details: I would like to convert my garage into an aesthetic salon for my fiancée. The space will need insulation, plumbing, electricity, proper lighting, flooring, and interior finishing suitable for a beauty treatment room. I’m looking for a reliable company to handle the full renovation, including any necessary planning or building approvals.",0,0,1,1,0
"Bournemouth, BH11",5d ago,Garage Conversions,Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,1
"West Malling, ME19",5d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Just researching for possibilities to convert a garage, under the coach house, into a living space.  Additional Details: Just researching for possibilities to convert a garage, under the coach house, into a living space.",0,0,1,1,0
", Bulkington, CV12",5d ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details I need a quote for coverting a garage into a bedroom with separate toilet  Additional Details: I need a quote for coverting a garage into a bedroom with separate toilet,0,0,1,1,0
"Luton, LU2",6d ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,1
"Tamworth, B78",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Remove garage door and insert window in garage.  Additional Details: Remove garage door and insert window in garage.",0,0,1,1,0
"Sudbury, CO10",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Wet room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Potters Bar, EN6",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Small gym space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,1,1
"Newcastle Upon Tyne, NE3",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Gaming room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,1
"Waterlooville, PO7",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details We got a double garage and would like to convert one of them to a living space.  Additional Details: We got a double garage and would like to convert one of them to a living space.,0,0,0,1,1
"Ely, CB7",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Shower/toilet utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,0,0,1
"Manchester, M28",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Doing research for buying a nee house - cost for a garage conversion. Integral garage, not sure if floor os insulated or not. Single garage. Currently the boiler is in there. Rough quote.  Additional Details: Doing research for buying a nee house - cost for a garage conversion. Integral garage, not sure if floor os insulated or not. Single garage. Currently the boiler is in there. Rough quote.",0,0,1,1,1
"Attenborough, Nottinghamshire",16h ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Storage  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,1,0
"Bognor Regis, PO21",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning application made but not determined  How likely are you to make a hiring decision? I'm planning and researching  Additional details Discharge garage large enough to fit one large car converting it to a game&#039;s room roof currently leaks  Additional Details: Discharge garage large enough to fit one large car converting it to a game&#039;s room roof currently leaks",0,0,1,1,0
", Gateshead, NE10",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Kitchen  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details I would like support  Additional Details: I would like support",0,0,1,1,0
"Littlehampton, BN16",1w ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details I have moved into a bungalow and want to extend. If the garage conversion is possible I am ready to go ahead  Additional Details: I have moved into a bungalow and want to extend. If the garage conversion is possible I am ready to go ahead,1,0,1,1,1
"Thame, Oxfordshire",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details We would like to turn our garage into a utility room, to include a door into the main house.  Additional Details: We would like to turn our garage into a utility room, to include a door into the main house.",0,0,1,1,1
